cid,iupacname,smiles
77531,"2,4-dichloropyrimidine",C1=CN=C(N=C1Cl)Cl
77571,(4-bromophenyl)methanamine,C1=CC(=CC=C1CN)Br
77839,"1,3,2-dioxathiane 2-oxide",C1COS(=O)OC1
132599664,"(2R)-4,4-difluorobutan-2-ol",C[C@H](CC(F)F)O
77887,3-nitropyridin-2-amine,C1=CC(=C(N=C1)N)[N+](=O)[O-]
77935,cyclopentanecarbonitrile,C1CCC(C1)C#N
78035,1H-pyrazol-4-amine,C1=C(C=NN1)N
78535,"1-hydroxypyrrole-2,5-dione",C1=CC(=O)N(C1=O)O
78575,"2,3-dichloropyrazine",C1=CN=C(C(=N1)Cl)Cl
3710594,2-amino-1-pyridin-3-ylethanol,C1=CC(=CN=C1)C(CN)O
74945,2-bromopropanedial,C(=O)C(C=O)Br
75225,magnesium;propane;chloride,CC[CH2-].[Mg+2].[Cl-]
75341,3-bromo-4-hydroxybenzonitrile,C1=CC(=C(C=C1C#N)Br)O
75421,1H-indol-4-ol,C1=CC2=C(C=CN2)C(=C1)O
75465,2-chloro-1-oxidopyridin-1-ium,C1=CC=[N+](C(=C1)Cl)[O-]
75717,4-(dimethylamino)-4-oxobutanoic acid,CN(C)C(=O)CCC(=O)O
75809,4-bromobutanoic acid,C(CC(=O)O)CBr
76133,2-bromo-5-chlorothiophene,C1=C(SC(=C1)Br)Cl
76141,2-methylprop-2-en-1-amine,CC(=C)CN
76173,2-methoxy-6-methylphenol,CC1=C(C(=CC=C1)OC)O
76429,"2-chloro-1,3-thiazole",C1=CSC(=N1)Cl
76721,2-(dipropylamino)ethanol,CCCN(CCC)CCO
76937,"4-bromo-3,5-dimethyl-1H-pyrazole",CC1=C(C(=NN1)C)Br
77201,"methyl 3-amino-1H-1,2,4-triazole-5-carboxylate",COC(=O)C1=NC(=NN1)N
77317,pyridin-4-ylmethanamine,C1=CN=CC=C1CN
77417,3-(trifluoromethyl)pyridine,C1=CC(=CN=C1)C(F)(F)F
77469,"3,4-difluoroaniline",C1=CC(=C(C=C1N)F)F
77545,"2,4-difluorobenzonitrile",C1=CC(=C(C=C1F)F)C#N
77565,"2,3,4,5-tetrabromothiophene",C1(=C(SC(=C1Br)Br)Br)Br
77881,,Br[Br-]Br
77885,"1-iodo-2,4-dimethylbenzene",CC1=CC(=C(C=C1)I)C
78005,N-hydroxyhexanamide,CCCCCC(=O)NO
78037,bromocyclopropane,C1CC1Br
78081,N-[bis(dimethylamino)boranyl]-N-methylmethanamine,B(N(C)C)(N(C)C)N(C)C
78345,2-bromopyrimidine,C1=CN=C(N=C1)Br
78361,2-(tert-butylamino)ethanol,CC(C)(C)NCCO
78369,"5-bromopyridine-3,4-diamine",C1=C(C(=C(C=N1)Br)N)N
78373,"1,1-dimethoxy-N,N-dimethylmethanamine",CN(C)C(OC)OC
78381,methyl 2-aminothiophene-3-carboxylate,COC(=O)C1=C(SC=C1)N
78493,thiepane,C1CCCSCC1
78645,pyridin-2-ylhydrazine,C1=CC=NC(=C1)NN
46840012,"1,4,5,6-tetrahydropyrrolo[3,4-d]pyrazole;dihydrochloride",C1C2=C(CN1)NN=C2.Cl.Cl
78834,"3-methyl-4,5-dihydro-1H-pyridazin-6-one",CC1=NNC(=O)CC1
139387362,"(1R)-2,2-difluorocyclopropane-1-carboxamide",C1[C@@H](C1(F)F)C(=O)N
78930,3-trimethylsilylprop-2-yn-1-ol,C[Si](C)(C)C#CCO
78946,2-bicyclo[2.2.1]hept-5-enylmethanol,C1C2CC(C1C=C2)CO
78966,9-borabicyclo[3.3.1]nonane,B1C2CCCC1CCC2
78998,"propan-2-yl 2,2,2-trifluoroacetate",CC(C)OC(=O)C(F)(F)F
79058,bromo-chloro-fluoromethane,C(F)(Cl)Br
79078,"3-(dimethylamino)propane-1,2-diol",CN(C)CC(CO)O
79098,"2,5-dimethoxyoxolane",COC1CCC(O1)OC
79310,4-(methoxymethyl)phenol,COCC1=CC=C(C=C1)O
79346,pent-4-yn-1-ol,C#CCCCO
79434,"4,6-dichloropyrimidin-5-amine",C1=NC(=C(C(=N1)Cl)N)Cl
79742,azonane,C1CCCCNCCC1
79826,"4-methyl-1,2-dihydropyridazine-3,6-dione",CC1=CC(=O)NNC1=O
79846,methyl 2-chloro-2-oxoacetate,COC(=O)C(=O)Cl
3365553,oxolan-3-amine,C1COCC1N
79978,N-pyridin-3-ylacetamide,CC(=O)NC1=CN=CC=C1
10942557,"2-[(4R)-2,2-dimethyl-1,3-dioxolan-4-yl]acetaldehyde",CC1(OC[C@H](O1)CC=O)C
10942577,"(2,2-dimethyl-1,3-dioxan-4-yl)methanol",CC1(OCCC(O1)CO)C
80170,"1-hydroxypyrrolidine-2,5-dione",C1CC(=O)N(C1=O)O
80642,5-(hydroxymethyl)furan-2-carboxylic acid,C1=C(OC(=C1)C(=O)O)CO
81138,N-methoxymethanamine;hydrochloride,CNOC.Cl
81890,tert-butylhydrazine,CC(C)(C)NN
82162,"5-ethyl-5-methylimidazolidine-2,4-dione",CCC1(C(=O)NC(=O)N1)C
82586,trichloroscandium,Cl[Sc](Cl)Cl
78928,thiophene-2-carbonyl chloride,C1=CSC(=C1)C(=O)Cl
78944,2-prop-2-enylcyclohexan-1-one,C=CCC1CCCCC1=O
79000,trifluoromethanesulfonyl chloride,C(F)(F)(F)S(=O)(=O)Cl
79012,"methyl 2,2-difluoroacetate",COC(=O)C(F)F
79040,ethyl 2-bromopropanoate,CCOC(=O)C(C)Br
79068,ethyl 2-bromo-3-methylbutanoate,CCOC(=O)C(C(C)C)Br
79136,1-iodo-2-methoxyethane,COCCI
79488,4-propan-2-ylcyclohexan-1-one,CC(C)C1CCC(=O)CC1
79496,"3,5-dichloro-1H-pyridin-2-one",C1=C(C(=O)NC=C1Cl)Cl
79608,"pyrimidine-4,6-diamine",C1=C(N=CN=C1N)N
3739337,(3-formylfuran-2-yl)boronic acid,B(C1=C(C=CO1)C=O)(O)O
79844,2-methylsulfanylthiophene,CSC1=CC=CS1
80116,2-[carbamimidoyl(methyl)amino]acetic acid;hydrate,CN(CC(=O)O)C(=N)N.O
80360,"2,5-dichloro-2,5-dimethylhexane",CC(C)(CCC(C)(C)Cl)Cl
80376,cyclopropanecarboxamide,C1CC1C(=O)N
80480,1-(2-aminoethyl)imidazolidin-2-one,C1CN(C(=O)N1)CCN
80560,"1,3-diiodopropan-2-one",C(C(=O)CI)I
80608,4-chlorobutan-2-one,CC(=O)CCCl
80644,"N,N-dimethylethanesulfonamide",CCS(=O)(=O)N(C)C
80676,5-amino-2-chlorophenol,C1=CC(=C(C=C1N)O)Cl
81436,N-methyl-1-pyridin-4-ylmethanamine,CNCC1=CC=NC=C1
81564,"5-methyl-1,3-benzodioxole",CC1=CC2=C(C=C1)OCO2
11018931,2-(2-chloroethoxy)acetamide,C(CCl)OCC(=O)N
11018999,2-chloro-6-methoxypyrazine,COC1=CN=CC(=N1)Cl
81668,1-(2-chloroethyl)pyrrolidine;hydrochloride,C1CCN(C1)CCCl.Cl
81904,"3,5-dibromo-1H-1,2,4-triazole",C1(=NC(=NN1)Br)Br
81924,"methyl 3,3-dimethoxypropanoate",COC(CC(=O)OC)OC
82140,1H-imidazol-2-amine,C1=CN=C(N1)N
82208,dihydroxy(dioxo)molybdenum,O[Mo](=O)(=O)O
82588,2-chloropyridine-3-carboxamide,C1=CC(=C(N=C1)Cl)C(=O)N
82604,pyridine-3-carbonyl chloride,C1=CC(=CN=C1)C(=O)Cl
82916,"(1Z,5Z)-cycloocta-1,5-diene",C1/C=C\CC/C=C\C1
83128,1-[ethoxy(methyl)phosphoryl]sulfanylpropane,CCCSP(=O)(C)OCC
78867,1H-indol-5-amine,C1=CC2=C(C=CN2)C=C1N
79051,2-methylpropylurea,CC(C)CNC(=O)N
93477638,"(3R)-3-methyl-1,2,5-thiadiazolidine 1,1-dioxide",C[C@@H]1CNS(=O)(=O)N1
79207,3-piperazin-1-ylpropan-1-ol,C1CN(CCN1)CCCO
79315,ethenyl-ethoxy-dimethylsilane,CCO[Si](C)(C)C=C
79471,"2,4-dichloro-6-methylpyrimidine",CC1=CC(=NC(=N1)Cl)Cl
79599,(4-bromophenyl)boronic acid,B(C1=CC=C(C=C1)Br)(O)O
23672723,sodium 2-amino-4-methylsulfanylbutanoate,CSCCC(C(=O)[O-])N.[Na+]
11228821,methyl 3-methoxybutanoate,CC(CC(=O)OC)OC
79811,4-chloro-6-methoxypyrimidin-2-amine,COC1=CC(=NC(=N1)N)Cl
79823,2-methylsulfanyl-1H-pyrimidin-6-one,CSC1=NC=CC(=O)N1
79911,3-methylthiophene-2-carbaldehyde,CC1=C(SC=C1)C=O
80019,2-amino-5-chlorobenzonitrile,C1=CC(=C(C=C1Cl)C#N)N
23673627,sodium cyclohexanecarboxylate,C1CCC(CC1)C(=O)[O-].[Na+]
10877078,(2S)-2-ethyl-2H-furan-5-one,CC[C@H]1C=CC(=O)O1
80507,methyl 2-methoxyacetate,COCC(=O)OC
80531,"4,6-dichloro-2-methylsulfanylpyrimidine",CSC1=NC(=CC(=N1)Cl)Cl
10877198,(2R)-non-8-yn-2-ol,C[C@H](CCCCCC#C)O
80879,"2,3-difluorophenol",C1=CC(=C(C(=C1)F)F)O
81043,N-tert-butyl-2-methylprop-2-enamide,CC(=C)C(=O)NC(C)(C)C
81503,bromomethylcyclopropane,C1CC1CBr
81531,N-ethyl-N-propan-2-ylpropan-2-amine,CCN(C(C)C)C(C)C
81815,N-(2-chloroethyl)acetamide,CC(=O)NCCCl
82291,prop-2-en-1-amine;hydrochloride,C=CCN.Cl
3714674,2-bromo-3-hydroxybenzaldehyde,C1=CC(=C(C(=C1)O)Br)C=O
83714,trifluorosamarium,F[Sm](F)F
83730,2-thiophen-3-ylacetonitrile,C1=CSC=C1CC#N
10975412,3-hydroxy-2-methylidenebutanenitrile,CC(C(=C)C#N)O
3745455,"6-methyl-1,3-benzothiazole",CC1=CC2=C(C=C1)N=CS2
84494,"1,3-thiazole-5-carboxylic acid",C1=C(SC=N1)C(=O)O
84590,"3-methyl-1,2-oxazol-5-amine",CC1=NOC(=C1)N
84634,"(2,6-dichlorophenyl)hydrazine",C1=CC(=C(C(=C1)Cl)NN)Cl
85238,"N,N'-dimethylbutane-1,4-diamine",CNCCCCNC
85282,4-methyl-1H-indole,CC1=C2C=CNC2=CC=C1
85610,2-methoxythiophene,COC1=CC=CS1
85822,"5,5-dimethyl-1,3-thiazolidine-4-carboxylic acid",CC1(C(NCS1)C(=O)O)C
94608221,"(2R)-2-(bromomethyl)-1,4-dioxane",C1CO[C@H](CO1)CBr
10942432,(3R)-3-methyl-3-propylpyrrolidine,CCC[C@@]1(CCNC1)C
10942972,"4,6-dihydrothieno[3,4-d][1,3]thiazole 5,5-dioxide",C1C2=C(CS1(=O)=O)SC=N2
3744989,3-fluoropyrrolidine,C1CNCC1F
3716002,1H-pyrazine-2-thione,C1=CN=CC(=S)N1
7045758,(3R)-1-methyl-5-oxopyrrolidine-3-carboxylic acid,CN1C[C@@H](CC1=O)C(=O)O
50920153,tetraoxidanium;nickel(2+);dihydrate,[OH3+].[OH3+].[OH3+].[OH3+].O.O.[Ni+2]
50921165,"tetraoxidanium;ethane-1,2-diamine;nickel(2+)",C(CN)N.[OH3+].[OH3+].[OH3+].[OH3+].[Ni+2]
93689885,(2R)-2-methylpiperidin-1-amine,C[C@@H]1CCCCN1N
10986257,(3R)-3-aminohexanoic acid,CCC[C@H](CC(=O)O)N
5493031,(2R)-2-aminooxypropanoic acid;hydrochloride,C[C@H](C(=O)O)ON.Cl
10964510,methyl 2-cyano-2-methylpropanoate,CC(C)(C#N)C(=O)OC
10964894,ethyl 2-(2-chloroethoxy)acetate,CCOC(=O)COCCCl
7127183,"3-bromo-4-methyl-1,2-oxazole",CC1=CON=C1Br
165941661,"(1R)-2,2-difluorocyclopentan-1-amine;hydrochloride",C1C[C@H](C(C1)(F)F)N.Cl
10866980,"3-bromobicyclo[4.2.0]octa-1(6),2,4-triene",C1CC2=C1C=CC(=C2)Br
11286675,"4,6-dichloro-5-fluoropyrimidine",C1=NC(=C(C(=N1)Cl)F)Cl
10964431,1-(chloromethoxy)propane,CCCOCCl
10964551,4-(methylamino)benzonitrile,CNC1=CC=C(C=C1)C#N
11263501,(1-methylpyrazol-4-yl)boronic acid,B(C1=CN(N=C1)C)(O)O
93498722,"(1R)-1-(1,1-dioxo-2,5-dihydrothiophen-3-yl)ethanol",C[C@H](C1=CCS(=O)(=O)C1)O
7048526,[(3R)-2-oxoazepan-3-yl]azanium,C1CCNC(=O)[C@@H](C1)[NH3+]
8027093,[(3R)-oxan-3-yl]methanamine,C1C[C@@H](COC1)CN
155821676,"(2R)-2-methyl-1,4-diazepane;dihydrochloride",C[C@@H]1CNCCCN1.Cl.Cl
23668193,sodium nitrite,N(=O)[O-].[Na+]
11063983,6-iodopyridin-3-ol,C1=CC(=NC=C1O)I
21123356,(2R)-2-ethylpent-4-ynoic acid,CC[C@H](CC#C)C(=O)O
54574408,2-chloro-5-[(2R)-oxiran-2-yl]pyridine,C1[C@H](O1)C2=CN=C(C=C2)Cl
146155775,methyl (2R)-2-cyclobutyl-2-hydroxyacetate,COC(=O)[C@@H](C1CCC1)O
3382465,2-methylpropane-2-sulfinamide,CC(C)(C)S(=O)N
74890054,(2R)-5-oxopiperidine-2-carboxylic acid,C1CC(=O)CN[C@H]1C(=O)O
4376,2-(methylamino)butanedioic acid,CNC(CC(=O)O)C(=O)O
4684,4-chlorophenol,C1=CC(=CC=C1O)Cl
5196,aminourea,C(=O)(N)NN
5416,krypton,[Kr]
5828,4-aminophenol;hydrochloride,C1=CC(=CC=C1N)O.Cl
6124,"N,N-dimethylnitrous amide",CN(C)N=O
6268,2-sulfanylbutanedioic acid,C(C(C(=O)O)S)C(=O)O
6276,pentan-1-ol,CCCCCO
6324,ethane,CC
6332,bromoethane,CCBr
6340,iodoethane,CCI
6344,dichloromethane,C(Cl)Cl
6380,tetramethylazanium,C[N+](C)(C)C
6412,methyl hydrogen sulfate,COS(=O)(=O)O
6492,"tricyclo[5.2.1.02,6]deca-3,8-diene",C1C=CC2C1C3CC2C=C3
6572,2-hydroxypropanenitrile,CC(C#N)O
6584,methyl acetate,CC(=O)OC
6592,"1,1-dichloro-2,2-difluoroethene",C(=C(Cl)Cl)(F)F
6616,"2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",CC1(C2CCC(C2)C1=C)C
6660,2-hydroxy-3-methylcyclopent-2-en-1-one,CC1=C(C(=O)CC1)O
6736,3-methyl-1H-indole,CC1=CNC2=CC=CC=C12
7044,"1,2,3,4,4a,5,6,7,8,8a-decahydronaphthalene",C1CCC2CCCCC2C1
7144,2-methoxy-4-methylphenol,CC1=CC(=C(C=C1)O)OC
7240,2-chloroaniline,C1=CC=C(C(=C1)N)Cl
7268,diethyl oxalate,CCOC(=O)C(=O)OCC
7280,"1,2-dibromo-3-chloropropane",C(C(CBr)Br)Cl
7360,oxolan-2-ylmethanol,C1CC(OC1)CO
7364,thiophene-2-carbaldehyde,C1=CSC(=C1)C=O
7368,trifluoromethylbenzene,C1=CC=C(C=C1)C(F)(F)F
7372,trichloro(phenyl)silane,C1=CC=C(C=C1)[Si](Cl)(Cl)Cl
7420,3-hydroxybenzoic acid,C1=CC(=CC(=C1)O)C(=O)O
7460,"2-methyl-5-propan-2-ylcyclohexa-1,3-diene",CC1=CCC(C=C1)C(C)C
7464,4-propan-2-ylaniline,CC(C)C1=CC=C(C=C1)N
7468,1-(4-aminophenyl)ethanone,CC(=O)C1=CC=C(C=C1)N
7500,ethylbenzene,CCC1=CC=CC=C1
7512,phenylmercury;hydrate,C1=CC=C(C=C1)[Hg].O
7520,methylsulfanylbenzene,CSC1=CC=CC=C1
7608,1-cyclopentyl-N-methylpropan-2-amine,CC(CC1CCCC1)NC
7612,"cyclopenta-1,3-diene",C1C=CC=C1
7672,isocyanatobenzene,C1=CC=C(C=C1)N=C=O
7748,ethyl 2-bromoacetate,CCOC(=O)CBr
7808,4-bromophenol,C1=CC(=CC=C1O)Br
7812,4-chloroaniline,C1=CC(=CC=C1N)Cl
7824,methyl hexanoate,CCCCCC(=O)OC
7856,2-chloroacetonitrile,C(C#N)Cl
7908,4-methylpentan-2-amine,CC(C)CC(C)N
7912,N-propan-2-ylpropan-2-amine,CC(C)NC(C)C
7928,1-bromo-3-chlorobenzene,C1=CC(=CC(=C1)Br)Cl
7932,3-chloroaniline,C1=CC(=CC(=C1)Cl)N
7948,"3,5-dimethylphenol",CC1=CC(=CC(=C1)O)C
7952,"1,3,5-trimethyl-1,3,5-triazinane",CN1CN(CN(C1)C)C
7964,chlorobenzene,C1=CC=C(C=C1)Cl
7972,4-methylmorpholine,CN1CCOCC1
8020,dimethoxymethane,COCOC
8028,oxolane,C1CCOC1
8108,1-ethenoxybutane,CCCCOC=C
8140,1-bromooctane,CCCCCCCCBr
8172,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,C(COCCOCCO)O
8264,N-[dimethylamino(fluoro)phosphoryl]-N-methylmethanamine,CN(C)P(=O)(N(C)C)F
8404,"1,2,3,4-tetrahydronaphthalene",C1CCC2=CC=CC=C2C1
4657809,"2,3-dimethoxypyridine",COC1=C(N=CC=C1)OC
4685,"1,4-dichlorobenzene",C1=CC(=CC=C1Cl)Cl
4837,piperazine,C1CNCCN1
66879066,"(2S)-2,5-dihydro-1H-pyrrole-2-carboxamide;hydrochloride",C1C=C[C@H](N1)C(=O)N.Cl
5561,"2-chloro-N,N-bis(2-chloroethyl)ethanamine",C(CCl)N(CCCl)CCCl
5917,"6,7,8,9-tetrahydro-5H-tetrazolo[1,5-a]azepine",C1CCC2=NN=NN2CC1
5921,"N,N-diethylnitrous amide",CCN(CC)N=O
6137,(2S)-2-amino-4-methylsulfanylbutanoic acid,CSCC[C@@H](C(=O)O)N
6213,methylsulfonylmethane,CS(=O)(=O)C
6333,bromo(chloro)methane,C(Cl)Br
6337,chloroethane,CCCl
6341,ethanamine,CCN
6361,2-chloropropane,CC(C)Cl
6377,2-methylaziridine,CC1CN1
6409,"2,2,2-trifluoroethanol",C(C(F)(F)F)O
6417,"2,2-dimethylpropanoic acid",CC(C)(C)C(=O)O
6421,"2,2,2-trichloroacetic acid",C(=O)(C(Cl)(Cl)Cl)O
6441,"2,2,3,3-tetrafluoropropan-1-ol",C(C(C(F)F)(F)F)O
6557,"2-methylbuta-1,3-diene",CC(=C)C=C
6569,butan-2-one,CCC(=O)C
6573,"1,1-dichloropropane",CCC(Cl)Cl
6581,prop-2-enoic acid,C=CC(=O)O
6901,"1,1,2,3,4,4-hexachlorobuta-1,3-diene",C(=C(Cl)Cl)(C(=C(Cl)Cl)Cl)Cl
6941,2-iodobenzoic acid,C1=CC=C(C(=C1)C(=O)O)I
6997,2-ethylphenol,CCC1=CC=CC=C1O
7145,"1,2-dibromoethylbenzene",C1=CC=C(C=C1)C(CBr)Br
7213,"2,4-dihydroxybenzaldehyde",C1=CC(=C(C=C1O)O)C=O
7221,1-benzothiophene,C1=CC=C2C(=C1)C=CS2
7225,"2-methyl-1,3-benzoxazole",CC1=NC2=CC=CC=C2O1
7249,"3,4-dimethylphenol",CC1=C(C=C(C=C1)O)C
7257,"3,4-dichloroaniline",C1=CC(=C(C=C1N)Cl)Cl
7261,"4-methylbenzene-1,3-diamine",CC1=C(C=C(C=C1)N)N
7269,"1,2,4,5-tetramethylbenzene",CC1=CC(=C(C=C1C)C)C
7285,"1,2,3-trichloropropane",C(C(CCl)Cl)Cl
7293,"1,3-dimethylurea",CNC(=O)NC
7301,2-methyloxolane,CC1CCCO1
7345,2-acetamidopropanoic acid,CC(C(=O)O)NC(=O)C
7365,phenylarsonic acid,C1=CC=C(C=C1)[As](=O)(O)O
7369,benzenesulfonyl chloride,C1=CC=C(C=C1)S(=O)(=O)Cl
7405,(2S)-5-oxopyrrolidine-2-carboxylic acid,C1CC(=O)N[C@@H]1C(=O)O
7469,1-(4-hydroxyphenyl)ethanone,CC(=O)C1=CC=C(C=C1)O
7505,benzonitrile,C1=CC=C(C=C1)C#N
7509,phenylmethanethiol,C1=CC=C(C=C1)CS
7669,N-methyl-1-phenylmethanamine,CNCC1=CC=CC=C1
7753,4-methylhexan-2-amine,CCC(C)CC(C)N
7757,methyl 3-oxobutanoate,CC(=O)CC(=O)OC
7805,1-bromo-4-methylbenzene,CC1=CC=C(C=C1)Br
7809,"1,4-xylene",CC1=CC=C(C=C1)C
7813,4-methylaniline,CC1=CC=C(C=C1)N
7841,3-bromoprop-1-ene,C=CCBr
7853,prop-2-en-1-amine,C=CCN
7877,N-tert-butylprop-2-enamide,CC(C)(C)NC(=O)C=C
7929,"1,3-xylene",CC1=CC(=CC=C1)C
7933,3-chlorophenol,C1=CC(=CC(=C1)Cl)O
7945,ethyl 3-methylbutanoate,CCOC(=O)CC(C)C
7961,bromobenzene,C1=CC=C(C=C1)Br
7973,2-bromopyridine,C1=CC=NC(=C1)Br
7977,2-chloropyridine,C1=CC=NC(=C1)Cl
8001,"1,3-dibromopropane",C(CBr)CBr
8013,"propane-1,3-dithiol",C(CS)CS
8017,2-hydrazinylethanol,C(CO)NN
8025,ethyl formate,CCOC=O
8033,2-tert-butylperoxy-2-methylpropane,CC(C)(C)OOC(C)(C)C
8037,"N,N,N',N'-tetramethylethane-1,2-diamine",CN(C)CCN(C)C
8053,3-methylbutyl nitrite,CC(C)CCON=O
8077,(ethyldisulfanyl)ethane,CCSSCC
8141,nonane,CCCCCCCCC
8149,3-(2-cyanoethylamino)propanenitrile,C(CNCCC#N)C#N
8369,3-hydroxy-2-methylpyran-4-one,CC1=C(C(=O)C=CO1)O
8405,isoquinoline,C1=CC=C2C=NC=CC2=C1
4362,"1-ethylpyrrole-2,5-dione",CCN1C(=O)C=CC1=O
4378,3-methyl-2-(methylamino)butanoic acid,CC(C)C(C(=O)O)NC
4498,piperidine-3-carboxylic acid,C1CC(CNC1)C(=O)O
4778,arsorosobenzene,C1=CC=C(C=C1)[As]=O
11105501,(3R)-3-hydroxy-5-methylhexanoic acid,CC(C)C[C@H](CC(=O)O)O
5126,2-aminopropan-1-ol,CC(CO)N
5142,methyl carbamimidothioate,CSC(=N)N
5230,3-aminopropyl(methyl)phosphinic acid,CP(=O)(CCCN)O
5570,1-methylpyridin-1-ium-3-carboxylate,C[N+]1=CC=CC(=C1)C(=O)[O-]
5802,"5-bromo-1H-pyrimidine-2,4-dione",C1=C(C(=O)NC(=O)N1)Br
5918,"pyridine-3,4-diamine",C1=CN=CC(=C1N)N
5922,pyridine-4-carboxylic acid,C1=CN=CC=C1C(=O)O
5950,(2S)-2-aminopropanoic acid,C[C@@H](C(=O)O)N
5962,"(2S)-2,6-diaminohexanoic acid",C(CCN)C[C@@H](C(=O)O)N
6058,2-aminoethanethiol,C(CS)N
6106,(2S)-2-amino-4-methylpentanoic acid,CC(C)C[C@@H](C(=O)O)N
6210,"3,5-dimethyl-1H-pyrazole",CC1=CC(=NN1)C
6326,acetylene,C#C
6342,acetonitrile,CC#N
6366,"1,1-dichloroethene",C=C(Cl)Cl
6374,iodoform,C(I)(I)I
6514,3-sulfanylpropanoic acid,C(CS)C(=O)O
6566,2-chloropropan-1-ol,CC(CO)Cl
6590,2-methylpropanoic acid,CC(C)C(=O)O
6654,"2,6,6-trimethylbicyclo[3.1.1]hept-2-ene",CC1=CCC2CC1C2(C)C
6902,"(3S,4R,5R)-oxane-2,3,4,5-tetrol",C1[C@H]([C@H]([C@@H](C(O1)O)O)O)O
6946,2-nitroaniline,C1=CC=C(C(=C1)N)[N+](=O)[O-]
6998,2-hydroxybenzaldehyde,C1=CC=C(C(=C1)C=O)O
7218,bicyclo[2.2.1]hept-5-ene-2-carbonitrile,C1C2CC(C1C=C2)C#N
7238,1-chloro-2-methylbenzene,CC1=CC=CC=C1Cl
7258,"3,4-dichlorophenol",C1=CC(=C(C=C1O)Cl)Cl
7262,"2,5-dichloroaniline",C1=CC(=C(C=C1Cl)N)Cl
7266,"2,4-diaminophenol",C1=CC(=C(C=C1N)N)O
7270,"1,2,4,5-tetrachlorobenzene",C1=C(C(=CC(=C1Cl)Cl)Cl)Cl
7290,"3-chloropropane-1,2-diol",C(C(CCl)O)O
7342,ethyl 2-methylpropanoate,CCOC(=O)C(C)C
7362,furan-2-carbaldehyde,C1=COC(=C1)C=O
7366,tert-butylbenzene,CC(C)(C)C1=CC=CC=C1
7370,benzenesulfonamide,C1=CC=C(C=C1)S(=O)(=O)N
7418,3-methylbenzoic acid,CC1=CC(=CC=C1)C(=O)O
7462,"1-methyl-4-propan-2-ylcyclohexa-1,3-diene",CC1=CC=C(CC1)C(C)C
7474,1-chloro-4-nitrobenzene,C1=CC(=CC=C1[N+](=O)[O-])Cl
7498,bromomethylbenzene,C1=CC=C(C=C1)CBr
7510,pyridin-3-ylmethanol,C1=CC(=CN=C1)CO
7518,N-phenylhydroxylamine,C1=CC=C(C=C1)NO
7530,1-methoxy-3-methylbenzene,CC1=CC(=CC=C1)OC
7618,2-[bis(2-hydroxyethyl)amino]ethanol,C(CO)N(CCO)CCO
7758,butan-2-yl acetate,CCC(C)OC(=O)C
7810,1-chloro-4-methylbenzene,CC1=CC=C(C=C1)Cl
7822,5-methylheptan-3-one,CCC(C)CC(=O)CC
7838,2-(prop-2-enoxymethyl)oxirane,C=CCOCC1CO1
7842,3-bromoprop-1-yne,C#CCBr
7850,3-chloroprop-1-ene,C=CCCl
7870,"2-methylpentane-2,4-diol",CC(CC(C)(C)O)O
7910,4-methylpentan-2-ol,CC(C)CC(C)O
7918,acetyl acetate,CC(=O)OC(=O)C
7938,"2,6-dimethylpyrazine",CC1=CN=CC(=N1)C
7962,methylcyclohexane,CC1CCCCC1
7966,cyclohexanol,C1CCC(CC1)O
7974,2-methylpiperidine,CC1CCCCN1
8022,isocyanatoethane,CCN=C=O
8058,hexane,CCCCCC
8070,"N,N'-dimethylethane-1,2-diamine",CNCCNC
8078,cyclohexane,C1CCCCC1
8082,piperidine,C1CCNCC1
8102,hexan-1-amine,CCCCCCN
8134,2-(2-methoxyethoxy)ethanol,COCCOCCO
8146,2-(2-ethoxyethoxy)ethanol,CCOCCOCCO
8150,1-methoxy-2-(2-methoxyethoxy)ethane,COCCOCCOC
8302,"1,1,2,3,3,3-hexafluoroprop-1-ene",C(=C(F)F)(C(F)(F)F)F
10998636,3-fluoro-4-iodopyridine,C1=CN=CC(=C1I)F
10887978,(3R)-4-chloro-3-hydroxybutanamide,C([C@H](CCl)O)C(=O)N
165943845,(2R)-1-imidazol-1-ylpropan-2-ol;hydrochloride,C[C@H](CN1C=CN=C1)O.Cl
4807,phthalaldehyde,C1=CC=C(C(=C1)C=O)C=O
11074051,3-bromopyridine-4-carbonitrile,C1=CN=CC(=C1C#N)Br
5235,sodium fluoride,[F-].[Na+]
5571,1-methylpyridin-1-ium-3-carboxylic acid,C[N+]1=CC=CC(=C1)C(=O)O
5939,1-(diaminomethylidene)guanidine,C(=NC(=N)N)(N)N
5971,3-isothiocyanatoprop-1-ene,C=CCN=C=S
5987,sulfamic acid,NS(=O)(=O)O
6211,"1,3-diazinane-2,4,6-trione",C1C(=O)NC(=O)NC1=O
6259,2-bromo-1-phenylethanone,C1=CC=C(C=C1)C(=O)CBr
6335,prop-1-yne,CC#C
6343,ethanethiol,CCS
6367,acetyl chloride,CC(=O)Cl
6375,nitromethane,C[N+](=O)[O-]
6419,"1,1,1,2,2-pentachloroethane",C(C(Cl)(Cl)Cl)(Cl)Cl
6423,trichloro(nitro)methane,C([N+](=O)[O-])(Cl)(Cl)Cl
6431,"1,1,1,2,2,2-hexafluoroethane",C(C(F)(F)F)(F)(F)F
