Molecule,R,COC[C@@H](C)O
Molecule,S,COC[C@H](C)O
Molecule,R,CN[C@@H](C)O
Molecule,S,CN[C@H](C)O
Molecule,R,CCO[C@H](C)O
Molecule,S,CCO[C@@H](C)O
Molecule,R,C[C@@H](O)C(=O)O
Molecule,S,C[C@H](O)C(=O)O
Molecule,R,C[C@@H](O)CN
Molecule,S,C[C@H](O)CN
Molecule,R,CC(=O)O[C@H](C)O
Molecule,S,CC(=O)O[C@@H](C)O
Molecule,R,C[C@H](O)Cl
Molecule,S,C[C@@H](O)Cl
Molecule,R,C[C@H](CO)C(=O)O
Molecule,S,C[C@@H](CO)C(=O)O
Molecule,R,CS[C@H](C)C(=O)O
Molecule,S,CS[C@@H](C)C(=O)O
Molecule,R,C[C@@H](Br)C(=O)O
Molecule,S,C[C@H](Br)C(=O)O
Molecule,R,C[C@H](CN)C(=O)O
Molecule,S,C[C@@H](CN)C(=O)O
Molecule,R,CC[C@@H](C)O
Molecule,S,CC[C@H](C)O
Molecule,R,C[C@H](O)Br
Molecule,S,C[C@@H](O)Br
Molecule,R,CCO[C@H](C)C(=O)O
Molecule,S,CCO[C@@H](C)C(=O)O
Molecule,R,CCN[C@@H](C)O
Molecule,S,CCN[C@H](C)O
Molecule,R,C[C@@H](O)C(N)=O
Molecule,S,C[C@H](O)C(N)=O
Molecule,R,C[C@H](C(N)=O)C(=O)O
Molecule,S,C[C@@H](C(N)=O)C(=O)O
Molecule,R,C[C@@H](C(=O)O)c1ccncc1
Molecule,S,C[C@H](C(=O)O)c1ccncc1
Molecule,R,C[C@@H](O)CO
Molecule,S,C[C@H](O)CO
Molecule,R,C[C@@H](O)CCN
Molecule,S,C[C@H](O)CCN
Molecule,R,C[C@H](O)C
Molecule,S,C[C@@H](O)C
Molecule,R,CC[C@H](O)C
Molecule,S,CC[C@@H](O)C
Molecule,R,C[C@H](O)Br
Molecule,S,C[C@@H](O)Br
Molecule,R,C[C@H](O)Cl
Molecule,S,C[C@@H](O)Cl
Molecule,R,C[C@H](O)F
Molecule,S,C[C@@H](O)F
Molecule,R,C[C@H](O)I
Molecule,S,C[C@@H](O)I
Molecule,R,CC[C@H](Br)O
Molecule,S,CC[C@@H](Br)O
Molecule,R,CC[C@H](Cl)O
Molecule,S,CC[C@@H](Cl)O
Molecule,R,CC[C@H](F)O
Molecule,S,CC[C@@H](F)O
Molecule,R,CC[C@H](I)O
Molecule,S,CC[C@@H](I)O
Molecule,R,CC(C)[C@H](O)C
Molecule,S,CC(C)[C@@H](O)C
Molecule,R,CC(C)[C@H](F)C
Molecule,S,CC(C)[C@@H](F)C
Molecule,R,CC(C)[C@H](Cl)C
Molecule,S,CC(C)[C@@H](Cl)C
Molecule,R,CC(C)[C@H](Br)C
Molecule,S,CC(C)[C@@H](Br)C
Molecule,R,CC(C)[C@H](O)F
Molecule,S,CC(C)[C@@H](O)F
Molecule,R,CC(C)[C@H](O)Cl
Molecule,S,CC(C)[C@@H](O)Cl
Molecule,R,CC(C)[C@H](O)Br
Molecule,S,CC(C)[C@@H](O)Br
Molecule,R,CC(C)[C@H](O)I
Molecule,S,CC(C)[C@@H](O)I
Molecule,R,C[C@H](CO)O
Molecule,S,C[C@@H](CO)O
Molecule,R,C[C@H](CO)N
Molecule,S,C[C@@H](CO)N
Molecule,R,C[C@H](CN)O
Molecule,S,C[C@@H](CN)O
Molecule,R,C[C@H](CN)Cl
Molecule,S,C[C@@H](CN)Cl
Molecule,R,C[C@H](CN)F
Molecule,S,C[C@@H](CN)F
Molecule,R,C[C@H](CN)Br
Molecule,S,C[C@@H](CN)Br
Molecule,R,C[C@H](CN)I
Molecule,S,C[C@@H](CN)I
Molecule,R,C[C@H](C#N)O
Molecule,S,C[C@@H](C#N)O
Molecule,R,C[C@H](C#N)Cl
Molecule,S,C[C@@H](C#N)Cl
Molecule,R,C[C@H](C#N)F
Molecule,S,C[C@@H](C#N)F
Molecule,R,C[C@H](C#N)Br
Molecule,S,C[C@@H](C#N)Br
Molecule,R,C[C@H](C#N)I
Molecule,S,C[C@@H](C#N)I
Molecule,R,c1ccccc1[C@H](O)C
Molecule,S,c1ccccc1[C@@H](O)C
Molecule,R,c1ccccc1[C@H](O)F
Molecule,S,c1ccccc1[C@@H](O)F
Molecule,R,c1ccccc1[C@H](O)Cl
Molecule,S,c1ccccc1[C@@H](O)Cl
Molecule,R,c1ccccc1[C@H](O)Br
Molecule,S,c1ccccc1[C@@H](O)Br
Molecule,R,c1ccccc1[C@H](O)I
Molecule,S,c1ccccc1[C@@H](O)I
Molecule,R,c1ccccc1[C@H](CN)O
Molecule,S,c1ccccc1[C@@H](CN)O
Molecule,R,c1ccccc1[C@H](CN)F
Molecule,S,c1ccccc1[C@@H](CN)F
Molecule,R,c1ccccc1[C@H](CN)Cl
Molecule,S,c1ccccc1[C@@H](CN)Cl
Molecule,R,c1ccccc1[C@H](CN)Br
Molecule,S,c1ccccc1[C@@H](CN)Br
Molecule,R,c1ccccc1[C@H](CO)O
Molecule,S,c1ccccc1[C@@H](CO)O
Molecule,R,c1ccccc1[C@H](CO)F
Molecule,S,c1ccccc1[C@@H](CO)F
Molecule,R,c1ccccc1[C@H](CO)Cl
Molecule,S,c1ccccc1[C@@H](CO)Cl
Molecule,R,c1ccccc1[C@H](CO)Br
Molecule,S,c1ccccc1[C@@H](CO)Br
Molecule,R,c1ccccc1[C@H](CO)I
Molecule,S,c1ccccc1[C@@H](CO)I
Molecule,R,CCOc1ccc[C@H](O)C
Molecule,S,CCOc1ccc[C@@H](O)C
Molecule,R,CCOc1ccc[C@H](O)F
Molecule,S,CCOc1ccc[C@@H](O)F
Molecule,R,CCOc1ccc[C@H](O)Cl
Molecule,S,CCOc1ccc[C@@H](O)Cl
Molecule,R,CCOc1ccc[C@H](O)Br
Molecule,S,CCOc1ccc[C@@H](O)Br
Molecule,R,CCOc1ccc[C@H](O)I
Molecule,S,CCOc1ccc[C@@H](O)I

